Question Title,Description,Accepted Answer,Label
Android things: DP 7 retired PeripheralManagerService and I have issue with PeripheralManager,"I have 1 project based on this: 
 (the latter is my project)But, when I change PeripheralManagerService to PeripheralManager (DP 7 and APi level 27)I have this issue:    I know about this: 
but not solved.Can you help meThe class not found exception means that peripheral manager is not on the operating system. You are trying to use a new API on a device that has an older version.You need to have the Android things library dependency in sync with the version installed on your device.And as it has been suggested, you should get everything into the stable release.","The class not found exception means that peripheral manager is not on the operating system. You are trying to use a new API on a device that has an older version.You need to have the Android things library dependency in sync with the version installed on your device.And as it has been suggested, you should get everything into the stable release.",1
IOT hub message processor,"Having some trouble processing messages created in the Azure IoT Hub.Getting the following eror:  Exception thrown: 'Microsoft.ServiceBus.Messaging.Amqp.AmqpException' in Microsoft.ServiceBus.dll (""An AMQP error occurred (condition='amqp:link:redirect')."")Can anyone point me in the right direction?Regards,
JonasI don't encounter this issue when testing with your code, so it might be related to something else. I find the duplicate thread , it suggests check on block port or proxy settings, you can try it.Your iotHubD2cEndpoint has an incorrect format. You can find your compatible endpoint in your azure portal -> messages -> device to cloud settings.I found this a very helpful example: Code looks fine to me. Mine is identical and works well.Your best bet is to create a new IoT hub in Azure and replace the strings. While building the connectionstring, can you try ""Endpoint="" instead of ""HostName="" on line 12? Hope this helps!MertA couple of comments:Let us know if you are still encountering this issue.Sometimes I see that the proxy filters amqp packets. Changing the transport type to http probably will solve the problem.
Now I don't have access to Visual Studio but I seem to remember that it is possible to set the transport under the client properties. 
If you try it you can easily find if the problem is in the proxy or in the program.","I don't encounter this issue when testing with your code, so it might be related to something else. I find the duplicate thread , it suggests check on block port or proxy settings, you can try it.Your iotHubD2cEndpoint has an incorrect format. You can find your compatible endpoint in your azure portal -> messages -> device to cloud settings.I found this a very helpful example: Code looks fine to me. Mine is identical and works well.Your best bet is to create a new IoT hub in Azure and replace the strings. While building the connectionstring, can you try ""Endpoint="" instead of ""HostName="" on line 12? Hope this helps!MertA couple of comments:Let us know if you are still encountering this issue.Sometimes I see that the proxy filters amqp packets. Changing the transport type to http probably will solve the problem.
Now I don't have access to Visual Studio but I seem to remember that it is possible to set the transport under the client properties. 
If you try it you can easily find if the problem is in the proxy or in the program.",1
How to use timer.set in mongoose I want to use it like delay(1000);,"This is how I did it in How do I write the same code in js for mongoose os?I want pin1 which is digital output to be low for 1000 ms and then high till the state.on changesI tried using  in mongoose os
pin2 is analogFirst, you have to know timer function in Mongoose OS:Timer.set(milliseconds, repeat, handler)Setup timer with milliseconds timeout and handler as a callback. If repeat is set to true, the call will be repeated indefinitely, otherwise it's a one-off.
Return value: numeric timer ID.Equivalent of delay(1000) in Mongoose OS is :
Sys.usleep(microsecondes)and your code will become: You can see more details in ","First, you have to know timer function in Mongoose OS:Timer.set(milliseconds, repeat, handler)Setup timer with milliseconds timeout and handler as a callback. If repeat is set to true, the call will be repeated indefinitely, otherwise it's a one-off.
Return value: numeric timer ID.Equivalent of delay(1000) in Mongoose OS is :
Sys.usleep(microsecondes)and your code will become: You can see more details in ",1
Is it possible to make my own network requests to a “smart” device without an API?,"What I'm asking here may not be possible at all, due to my lack of knowledge with networks.I want to start playing around with IOT objects in my house. I would love to be able to control various objects from the touch of a button on my phone.I have bought a ""smart"" plug outlet which enables me to turn the power on or off via an app over my home WiFi, however I want to be able to build my own app and control the device exactly how I want to, just for fun.This app I'm using at the moment comes with the outlet and as far as I can see, it was not meant to be customizable in any way.My question is, is it possible to figure out the requests being made to and from the device, and create my own API to work with it?I am a software developer day-to-day however my knowledge in networks is very basic. Any help is really appreciated!If there is no documented API you can, in theory,  to reverse engineer the API using sniffers. If you control the device from your phone you can install sniffers on the phone and see the incoming and outgoing requests. But the bigger problem for you is if there is some kind of security mechanism that the device and the app are implementing. The protocol can be encrypted so you wont be able to understand the network traffic or maybe some kind of key that will allow the device to get orders only from a specific app.
So my suggestion, if you are not experienced with this kind of work is to approach the device vendor and ask them for the API, some vendors would be happy to expose it if you would publish your code and let other customers to use it and expand their product.","If there is no documented API you can, in theory,  to reverse engineer the API using sniffers. If you control the device from your phone you can install sniffers on the phone and see the incoming and outgoing requests. But the bigger problem for you is if there is some kind of security mechanism that the device and the app are implementing. The protocol can be encrypted so you wont be able to understand the network traffic or maybe some kind of key that will allow the device to get orders only from a specific app.
So my suggestion, if you are not experienced with this kind of work is to approach the device vendor and ask them for the API, some vendors would be happy to expose it if you would publish your code and let other customers to use it and expand their product.",1
Sending temperature sensor's data to Kaa-IOT platform via Z-wave protocol,"I want to set up some sensors in different places, which are wire connected to my Raspberry PI.I want to send the collected data's wireless but without using Wifi protocol, The best option for low range IoT projects is Z-wave protocol.
my next target would be using Kaa-IoT Platform as a Cloud Service, which makes my data available regardless of where I am.I want to implement a circuit like .The Question is, Is there any way to use Z-wave protocol without utilizing any z-wave devices? using z-wave is possible in my scenario?Buying RaZberry shield would be enough for that?, Which modem should I use to receive signals that send by Razberry? The Z-Wave protocol is a method for communicating with Z-Wave devices. Without Z-Wave devices, there's no use for the Z-Wave protocol. Until very recently, if you wanted to create your own Z-Wave device, you had to spend about $3,000 and sign a non-disclosure agreement to get access to the documentation and tools, and your device had to be certified before you could sell it. The  is a recent DIY Z-Wave board that enables you to create a device that speaks Z-Wave. Boards like the Razberry don't give you that capability. They only give you the capability to issue commands to the Z-Wave controller. If you're searching for a light-weight communication protocol, check out .","The Z-Wave protocol is a method for communicating with Z-Wave devices. Without Z-Wave devices, there's no use for the Z-Wave protocol. Until very recently, if you wanted to create your own Z-Wave device, you had to spend about $3,000 and sign a non-disclosure agreement to get access to the documentation and tools, and your device had to be certified before you could sell it. The  is a recent DIY Z-Wave board that enables you to create a device that speaks Z-Wave. Boards like the Razberry don't give you that capability. They only give you the capability to issue commands to the Z-Wave controller. If you're searching for a light-weight communication protocol, check out .",1
Networking: How do wifi enabled IoT products allow remote access?,"I have been looking for an answer to this problem, but I cannot find what I am looking for. I think, perhaps, it is because I lack the knowledge to ask the question in meaningful way.I have been learning a lot about remote access to devices at home. I know that ISP's change public IP addresses regularly (dynamic IP address). I know that to get around this, one could use a service like ""no-ip"", etc. Or one could get a static IP address.What I do not understand is how some of the latest home automation devices are able to be controlled remotely without use of a static IP, or a service like ""no-ip"". For example, a wifi enabled thermostat, or lighting system.If the device had a built in server, or client, then I assume that the device could connect to an outside server in a remote location. The user could then also log into that server and send commands to the device. What I don't understand is how commands sent to the device from a cell phone, for example, can reach the home device. Presumably the off site location of the server would have to know the public IP address where the devise is located, and then port-forwarding would have to be set up to allow access to the device.What am I missing here? Is it possible to create a homemade wifi enabled thermostat, webcam, or other device without using port-forwarding, no-ip, or a static IP?Well, there are several ways to bypass the inbound connection constraint of NAT protocol. Such as:Some devices ""phone home"" to a server so that there are ports open between them and the servers, and the mobile apps just contact the servers. This is the same way your web browser can receive web pages from a web server. If you have a NAT router, the router must open a port from the inside device to the outside server. This is maintained in a NAT table with expiration timers for UDP and session monitoring for TCP.","Well, there are several ways to bypass the inbound connection constraint of NAT protocol. Such as:A virtual adapter on the device configured to a VPN server that has an inbound port open ready to transfer data. Various open source solutions such as openVPN are considered as great examples for this service over IOT boards like Raspberry Pi, Beagle Bone, etc. These are used as gateways often. Further, they communicate with the microcontrollers over popular IOT protocols such as MQTT, COAP, etc.Another solution is to create a port forwarding tunnel, since the router won't block the outbound connection. There are various tunneling services that are availble such as , , etc. You could also use a cloud server that has a public IP such as AWS, DigitalOcean, etc. Again as above mentioned point, they can be implemented in the gateways. Some devices ""phone home"" to a server so that there are ports open between them and the servers, and the mobile apps just contact the servers. This is the same way your web browser can receive web pages from a web server. If you have a NAT router, the router must open a port from the inside device to the outside server. This is maintained in a NAT table with expiration timers for UDP and session monitoring for TCP.",1
AWS-IoT: Access denied exception when calling get-registration-code,"I am following the steps to register a device in AWS-IoT. I am doing the steps described . The step three of the tutorial indicates the following command:But I am getting the following exception:It is not clear how I can assign the right permissions. At IAM Management Console, I assigned the following permissions to my user:Still without success.AWSIoTFullAccess defines this policy :So with that you will be able to execute the call according to the . When attaching a new policy it only take a few seconds before it goes into effect on the CLI.You need to :",AWSIoTFullAccess defines this policy :So with that you will be able to execute the call according to the . When attaching a new policy it only take a few seconds before it goes into effect on the CLI.You need to :,1
picking a shardkey for mongodb,"I want to shard my MongoDB database. I have a high insert rate and want to distribute my documents on two shards evenly.I have considered rangebase sharding, because I have range queries; but I can not find a solution for picking a good shard key.If this is my document and I have 100,000 different machines, would the Machine_ID be a suitable shardkey? And if so, how will MongoDB distribute it on the shards, i.e. do i have to specify the shard range myself? like put Machine_ID 0-49,999 on shard A, and 50,000-100,000 on shard B?I think the  would be a suitable shard key if your queries afterwards will be per Machine, i.e. get all the temperatures for a specific machine for a certain time range. Reading more about shard keys can be found here: MongoDB has two kinds of sharding: Hashed sharding and Range sharding which you can read more about here: . Having said that, you don't need to specify the range of the shards yourself, mongo will take care of it. Especially when a time comes when you'll need to add a new shard, mongo will rearrange the chunks into the new shard.If your cluster has only two shards, then it isn't difficult to design for. However, if your data will continue to grow and you end up having a lot more shards, then the choice of shard key is more difficult.For example, if some machines have many more records than others (e.g. one machine has 3000 records i.e. 3% of the total), then that doesn't cause problems with only two shards. But if your data grows so that you need 100 shards, and one machine still has 3% of the total, then Machine_ID is no longer a good choice: because a single machine's records have to be a single chunk, and cannot be distributed across several shards.In that case, a better strategy might be to use a hash of the Timestamp - but it depends on the overall shape of your dataset.","I think the  would be a suitable shard key if your queries afterwards will be per Machine, i.e. get all the temperatures for a specific machine for a certain time range. Reading more about shard keys can be found here: MongoDB has two kinds of sharding: Hashed sharding and Range sharding which you can read more about here: . Having said that, you don't need to specify the range of the shards yourself, mongo will take care of it. Especially when a time comes when you'll need to add a new shard, mongo will rearrange the chunks into the new shard.If your cluster has only two shards, then it isn't difficult to design for. However, if your data will continue to grow and you end up having a lot more shards, then the choice of shard key is more difficult.For example, if some machines have many more records than others (e.g. one machine has 3000 records i.e. 3% of the total), then that doesn't cause problems with only two shards. But if your data grows so that you need 100 shards, and one machine still has 3% of the total, then Machine_ID is no longer a good choice: because a single machine's records have to be a single chunk, and cannot be distributed across several shards.In that case, a better strategy might be to use a hash of the Timestamp - but it depends on the overall shape of your dataset.",1
Azure ioT and Stream Analytics job,"I am trying to collect data from a ioT device, as for now i am using this code to simulate the device. . It send data and i can se the data in the dashboard. Next thing is that i want to save the data to a SQL database. I was thinking of using Stream Analytics to do the job. The problem i am having now is that when i select ioT HUB as a input i get the error I am trying to find documentation if there is something special i need to add to my JSON object before i send it.IoTHub is a supported input for Azure Stream Analytics and there is nothing wrong with using ASA as a ""pump"" to copy data from IoT Hub or Event Hubs to a store like SQL DB. Many use cases of ASA combine such ""archiving"" with other functions. The only thing to be careful with is the limited ingress rate of many ASA outputs, so SQL DB may not be able to keep up and throttle ASA in which case ASA may fall behind beyond the used hub's retention window, causing data loss.Try to use Event Hub, update my post when i have a awnser.What about this doc  ? Does it help you?","IoTHub is a supported input for Azure Stream Analytics and there is nothing wrong with using ASA as a ""pump"" to copy data from IoT Hub or Event Hubs to a store like SQL DB. Many use cases of ASA combine such ""archiving"" with other functions. The only thing to be careful with is the limited ingress rate of many ASA outputs, so SQL DB may not be able to keep up and throttle ASA in which case ASA may fall behind beyond the used hub's retention window, causing data loss.Try to use Event Hub, update my post when i have a awnser.What about this doc  ? Does it help you?",1
For wall powered IoT device what are the best ways to read data and send commands,"I have a internet connected IoT device (let's say advanced internet connected weather sensor, which can send sensor data and perform some advanced operations like rotating, switching on, opening valves/and few other operations). The device is wall powered (electricity socket), and has  standard wired Ethernet connection (just plug in Cat5 cable)I need to be able to get status (approx 500bytes of data) of the device, AND want to be able to : Currently my device is sending a HTTP request every (2minutes) to my central server with it's status. This works perfectly for getting readings of the devices sensors. However this approach becomes more problematic when I want to send commands to the devices. Eg. if I want to send command , my central server has to wait until it is contacted by the device and in the Response for the HTTP request - I can put some command, so when the device receives the response, it will actually execute the command.However this approach has flaws: What could be the solutions for this problem?UPDATE:
As @mhopeng suggested, the most flexible solution seems to be turning the device into a ""server"", so that it can accept incoming connections. However, because the considerations of security, firewalls and complexity we cannot go this way. Also device needs to be simple to install: third party maintenance stuff should be able to simply plug the device into wall and ethernet, and it should work. (No need for configuring port forwarding, firewalls, etc).FYI We also use PIC microcontrollers in this device.  details three options for sending data from a server to a device.From your description, it sounds like you're using :The article then goes on to describe option 2, :And finally, it details option 3, :"," details three options for sending data from a server to a device.From your description, it sounds like you're using :The most basic way to solve this communication problem is called short polling—a method where the client periodically asks the server if there is new data available for it. This is the simplest solution to code, though it is not recommended if you need to notify a device in real time.The article then goes on to describe option 2, :The next option is long polling. In this case, the client performs the request and the server won’t respond until it has something to send. This enables real-time push notifications from the cloud to devices, though it requires the device to leave the connection open for as long as it needs to listen to the server. Using this technique consumes more energy and also risks the loss of the connection. Consider the case where a device remotely controls the door of a truck. If a long poll request has been made, and then the truck goes into a tunnel, the mobile connection will drop. The device will then need additional logic to kill the hung connection and open a new one.And finally, it details option 3, :A third option is to use newer protocols like CoAp or MQTT, for example, which were designed to provide low latency, small packet sizes and stable communication over weak networks. These newer protocols provide a two-way communication channel, which in turn supports push notifications. This makes them good choices for IoT projects requiring the ability to control connected devices in real time. The only downside could be the lack of firmware libraries and examples for embedded devices, which are significantly more abundant for HTTP-based connections.
  Choosing the right protocol will depend on your application and how often you will need to communicate with a device.",1
input sound detection for raspberry pi,"I am trying to detect/record sound using raspberry Pi,looks like raspberry pi supports audio out but not in,Please can some one suggest better USB soundcard and microphone available for raspberry pi.BR,
&SanumalaThere are currently two good GPIO sound cards which allow audio input and have microphones built in :
 (has great support)
and You can find a partial list of sound cards for the Raspberry Pi on eLinux. Search for RPi_Expansion_Boards#Sound. ","There are currently two good GPIO sound cards which allow audio input and have microphones built in :
 (has great support)
and You can find a partial list of sound cards for the Raspberry Pi on eLinux. Search for RPi_Expansion_Boards#Sound. ",1
Deleting an IBM Bluemix Internet of things services gives an error,I'm working on a Bluemix Internet of Things (IoT) project and want to delete an IoT service. Bluemix returns: I can't create a new service as well. Any ideas how to proceed?There was a DNS problem on May 5th but it has now been resolved. ,There was a DNS problem on May 5th but it has now been resolved. ,1
FIWARE IoT Agent: install from RPMs,"We have build FIWARE IoT Agent on centos7 and then we wanted to install thoses RPMs on our instance based on the image: CentOS-7-x64but we have got the following errors:Those RPMs were made for Centos6.5.As long as you are using Centos 7, we strongly recommend you to get to the GIT repository and follow compilation instructions (do not use the development branch but the latest stable one, please). In the meanwhile, you may also test our public instance as published here:
   Thanks for using IDAS!","Those RPMs were made for Centos6.5.As long as you are using Centos 7, we strongly recommend you to get to the GIT repository and follow compilation instructions (do not use the development branch but the latest stable one, please). In the meanwhile, you may also test our public instance as published here:
   Thanks for using IDAS!",1
c# Azure IOT Edge Auto-provision with Device Provisioning Service(DPS) with x509 certificate sample needed,"I'm new to azure IOT edge development. I'm looking for a way to Create and provision a simulated x509 certificate Edge device on Windows in c#. Is Trusted Platform Module (TPM) the only way right now with edge device?I found this tutorial but it's for simulated TPM Edge device on Windows.any idea how to do provision a device with x509 certificate? and a x509 certificate group enrollment?ChuckThis is not supported yet. We just support auto-provisioning with DPS for Edge device using TPM (Sas Tokens). It is on our radar the development for x509 provisioning, which requires modules/devices authentication with edge with x509, which is also under development.","This is not supported yet. We just support auto-provisioning with DPS for Edge device using TPM (Sas Tokens). It is on our radar the development for x509 provisioning, which requires modules/devices authentication with edge with x509, which is also under development.",1
Bluemix quickstart disconnects at publish with Paho MQTT client,"I used Paho MQTT client in Android to connect to IBM Bluemix quickstart IoT service. The connection part works well, but when I publish, the cloud application displays that I'm disconnected, but in the client I don't get exceptions.I use this permission:Connect:Publish:The strange thing is: this code worked yesterday.
What could be the problem?
The next step will be to connect and publish to my own Bluemix IoT service, but if I can't send messages to the demo, I can't hope for more.UPDATE:
If I connect, and publish, the quickstart app shows that I'm disconnected, but the client still lets me publish for about 3 secs, after that I get an exception: 32104 (the client is not connected).A Device must be registered before it can connect.  Refer to quickstart documentation at            I don't see any devices registered under your org.  Also, under the org it shows your email/ID as ""expired"".   Please sign in at  and add yourself as a permanent user under the access tab.  ","A Device must be registered before it can connect.  Refer to quickstart documentation at            I don't see any devices registered under your org.  Also, under the org it shows your email/ID as ""expired"".   Please sign in at  and add yourself as a permanent user under the access tab.  ",1
Raspberry Pi UART Pins as General Purpose,"I am using Raspberry Pi Model 3B with Windows IoT Core. I want to use 8 and 10 no. pins(GPIO-14 & GPIO-15) general purpose but when I tried to open pins an exception thrown that is System.Runtime.InteropServices.COMException: 'Element not found.Pin ' is not available. It is reserved by the system or in use for another function.'How can I use these pins as GPIO on Windows IoT Core?As the exception message informs, the UART pins are reserved by the system so you can't use it as other purpose. All GPIO pins are accessible through APIs listed in this picture:Ref: You can use other pins in above picture as general purpose instead of UART pins.","As the exception message informs, the UART pins are reserved by the system so you can't use it as other purpose. All GPIO pins are accessible through APIs listed in this picture:Ref: You can use other pins in above picture as general purpose instead of UART pins.",1
MQTT handleMessage Function Not Invoked Despite Subscription,"I'm working on a Go application that subscribes to an MQTT topic and processes incoming messages using a handleMessage function. However, I'm encountering an issue where the handleMessage function is not being invoked despite the MQTT client successfully subscribing to the topic and receiving messages.Here's a summary of the relevant code snippet:Despite proper MQTT client initialization, subscription, and connection to the broker, the handleMessage function is not being invoked when messages are received on the subscribed topic. I have verified that messages are indeed being published to the topic.Here are the steps I've taken to troubleshoot the issue:Verified MQTT message reception and subscription parameters.
Checked the connection status of the MQTT client and ensured there are no connection errors.
Reviewed the implementation of the handleMessage function to ensure it's correctly defined and exported.
Despite these efforts, I haven't been able to identify the root cause of the issue. Any insights or suggestions on what might be causing the handleMessage function not to be invoked would be greatly appreciated.Thank you in advance for your assistance!I had forgotten to remove  from my code. It is fixed now.if mqtt server and client both are running in same machine, We have to set NoLocal property to false. Also, I have used . Subscribe function is very different for me.","I had forgotten to remove  from my code. It is fixed now.if mqtt server and client both are running in same machine, We have to set NoLocal property to false. Also, I have used . Subscribe function is very different for me.",1
Android things - How to keep the led uninterruptedly ON after command mLedGpio.setValue(true),"I accomplished this project: 
But I need change this to Keep the led on when I press the button and just out it after I press the button again.How to I can do it?Try with replacing below callback methods in delete the code inside  overridden method and change  to this:(you are better deleting onKeyDown than onKeyUp for a better user experience. From a UX perspective changing something as a key is released is a much better experience than acting when it is first pressed down.)If you want to see the whole class changed it looks like this:",Try with replacing below callback methods in delete the code inside  overridden method and change  to this:(you are better deleting onKeyDown than onKeyUp for a better user experience. From a UX perspective changing something as a key is released is a much better experience than acting when it is first pressed down.)If you want to see the whole class changed it looks like this:,1
How to schedule an IOT job in AWS to run at specific time?,"I want to run the device update using aws iot jobs can I set startTime? 
I saw in their documentation  .
""autoStart: If set to true then agent will execute launch command when agent starts up.""
but they didn't mention anything regarding how to schedule the start at specific timeI don't believe there is any feature to set a schedule or introduce a time delay for AWS IoT Jobs.The  flag refers to an  device coming , and what behaviour happens then.You can implement this yourself by having a process running which knows to create the jobs at the correct time.","I don't believe there is any feature to set a schedule or introduce a time delay for AWS IoT Jobs.The  flag refers to an  device coming , and what behaviour happens then.You can implement this yourself by having a process running which knows to create the jobs at the correct time.",1
How to send a POST in UWP c#,"I need to send a POST method but it says invalid JSON content, do somebody knows what im doing wrong in the JSON format ¿?, ill apreciate a lot.Noted that your string is not correctly formatted. Can you try the parsing below string,The first way was as the Jaliya Udagedara's suggestion, you would need to check your json string's  to make sure that it's correct. Another a simple way is using the  to convert a c# object.For example:After multiple failures i found how to make it works ( at least for me) hope it can help people working with Windows 10 iot in Universal Windows Platform (UWP) i know how difficult can be to fin proper documentation.","Noted that your string is not correctly formatted. Can you try the parsing below string,The first way was as the Jaliya Udagedara's suggestion, you would need to check your json string's  to make sure that it's correct. Another a simple way is using the  to convert a c# object.For example:After multiple failures i found how to make it works ( at least for me) hope it can help people working with Windows 10 iot in Universal Windows Platform (UWP) i know how difficult can be to fin proper documentation.",1
Rebooting server with MQTT service,"Imagine an MQTT broker with remote clients connected, which continuously send QoS 2 data - the standard situation. Clients are configured with ""cleansession false"" - they have a queue to send messages in case of a connection failure.On the server, local clients subscribe to topics to receive messages.Server load:What if the third point occurs before the second? Are there standard solutions? How not to lose the first messages?Assuming you are talking about all later reboots of the broker, not the very first time the system is started up then the broker should have stored the persistent subscription state of the clients to disk before it was shutdown and restored this when it restarted. This means that it should queue messages for the local clients.Also you can always use a firewall to stop the remote client being able to connect until all the local clients have started, this would solve the very first startup issue as well.","Assuming you are talking about all later reboots of the broker, not the very first time the system is started up then the broker should have stored the persistent subscription state of the clients to disk before it was shutdown and restored this when it restarted. This means that it should queue messages for the local clients.Also you can always use a firewall to stop the remote client being able to connect until all the local clients have started, this would solve the very first startup issue as well.",1
Eclipse Kura installation on Linux machines or VM,"We know that eclipse kura can be installed on edge devices and Raspberry pi is the most popular edge device at now.  As per , we can see various downloads for Raspberry pi, Intel Edition, BeagleBone and Fedora with the beta release.  But we couldn't see the download link to install it on Linux machines or VM. (Ubuntu or centos VM ). We want to install it on ubuntu machine and possible to view web UI on that machine. (edit the question)I believe the question was asked and answered . To summarize, there is no generic installer for Ubuntu, Fedora, or CentOS. Kura has dependencies on both the OS and CPU architecture. The supported platforms are:The ""No Net"" versions of the posted installers will remove most of the OS dependencies. For CPU architectures, if you are using something other than ARMv6 HF or x86_64, you will need to compile the native libraries. The minimum native library needed for Kura to start is . ","I believe the question was asked and answered . To summarize, there is no generic installer for Ubuntu, Fedora, or CentOS. Kura has dependencies on both the OS and CPU architecture. The supported platforms are:The ""No Net"" versions of the posted installers will remove most of the OS dependencies. For CPU architectures, if you are using something other than ARMv6 HF or x86_64, you will need to compile the native libraries. The minimum native library needed for Kura to start is . ",1
Data storage for IoT devices,"How data is stored for Internet of Things devices? Are they stored in traditional relational database format (tables, rows , columns ) or some other format? Is there some software or algorithm applied to raw sensor data to organize them ?
Any reference to research paper is appreciated.IoT data will be stored in various different formats depending on a few factors, but not the least including:The data could be coming directly from a sensor or being relayed from an internet connected device (think cell phone).  If it's coming directly from a sensor and your utilizing the native SDK provided, then it's likely to be coming over in a hard file format or XML.  If you're pinging it off a cell phone, you may be translating the data locally and then pushing it to the server. Depending on your scenario, the format of data coming to server will be defined and you'll need to weigh the processing costs of further format changes with the rest of the considerations below.Depending on how often you access the data, post-ingestion, will determine whether or not you want to stick the values into a NoSQL DB (like SOLR or MongoDB), a relational DB (like SQL) or keep them in file format and store them in Hadoop.  If you're going with Hadoop, I'd suggest Cloudera over other flavors and you'll need to keep in mind the limitation of 100 million files regardless... so don't forget to do your archiving strategy with HAR.You may require that the data be analyzed post-ingestion, and that process may have its own requirements.  For example, during one Mobile ECG build I needed to analyze the data via WFBD (an MIT Open Source Library) which required the files to be fed in a specific format... so we went with a Hadoop archive and a SQL/SOLR active db.Hadoop is accepted across the board by all languages, but specific DB methods will require you to consider whether your going with a .NET approach or a JAVA (or others) approach.Hope this helps!","IoT data will be stored in various different formats depending on a few factors, but not the least including:The data could be coming directly from a sensor or being relayed from an internet connected device (think cell phone).  If it's coming directly from a sensor and your utilizing the native SDK provided, then it's likely to be coming over in a hard file format or XML.  If you're pinging it off a cell phone, you may be translating the data locally and then pushing it to the server. Depending on your scenario, the format of data coming to server will be defined and you'll need to weigh the processing costs of further format changes with the rest of the considerations below.Depending on how often you access the data, post-ingestion, will determine whether or not you want to stick the values into a NoSQL DB (like SOLR or MongoDB), a relational DB (like SQL) or keep them in file format and store them in Hadoop.  If you're going with Hadoop, I'd suggest Cloudera over other flavors and you'll need to keep in mind the limitation of 100 million files regardless... so don't forget to do your archiving strategy with HAR.You may require that the data be analyzed post-ingestion, and that process may have its own requirements.  For example, during one Mobile ECG build I needed to analyze the data via WFBD (an MIT Open Source Library) which required the files to be fed in a specific format... so we went with a Hadoop archive and a SQL/SOLR active db.Hadoop is accepted across the board by all languages, but specific DB methods will require you to consider whether your going with a .NET approach or a JAVA (or others) approach.Hope this helps!",1
(IoT) Why does zigbee smart device requires an extra gateway to connect to WAN?,"I am currently studying Internet of Things and found that there are bunch of devices are using zigbee and Wifi. Take Xiaomi smart wifi plug for example, it does not require an extra gateway(router) to connect to WAN. I assume it connects to my LAN via gateway first and the gateway takes it to the WAN. On contrarily, Xiaomi smart Zig-Bee plug requires Xiaomi-gateway to be connected to WAN. My question is why it can not connect to my LAN gateway as the Xiaomi smart wifi plug does. Aren't they all have soc chip on board like a normal pc does?
My reference is from Second, many smart wifi plugs support cell phone that connects to different network other than the one wifi plugs to control the wifi plugs. For example, control your home devices when you're outside. I can not get how this works. I thought devices can only talk to devices that share the same network(LAN). Thanks!Most people have a Wi-Fi gateway to the Internet in their house already (i.e., their router/access point).  A device using Wi-Fi can connect to that existing gateway.  For Zigbee, you need a router that supports Zigbee and connects to the Internet in some way.As for controlling devices from your phone.  If both the smart plug and your phone can connect to the Internet, you can have a publicly accessible server on the Internet that relays messages from the phone to the smart plug.","Most people have a Wi-Fi gateway to the Internet in their house already (i.e., their router/access point).  A device using Wi-Fi can connect to that existing gateway.  For Zigbee, you need a router that supports Zigbee and connects to the Internet in some way.As for controlling devices from your phone.  If both the smart plug and your phone can connect to the Internet, you can have a publicly accessible server on the Internet that relays messages from the phone to the smart plug.",1
Apache Kafka: How to send data from different machine,"I started recently studying Apache KAFKA, for IOT application I am working on. Right now, I am having devices which are already sending data to server using HTTP POST and GET. After struggling a lot for at-least 5-6 hours. I am not able to figure out how we can send data using HTTP POST to Kafka server. Also, are there any good real life examples present on web which shows detailed configuration of KAFKA cluster that will be really helpful for beginner like me.First, you should know that sending messages with HTTP is suboptimal, compared to Kafka native TCP-based protocol.
But let's say that you know all that and still want to use HTTP.
You need to bring up the Kafka REST Server in order to receive messages over HTTP. Given that you're still learning, maybe the best course of action would be to use  that comes with the  and has a great documentation.BTW Confluent is for Kafka what Datastax is for Cassandra, or Hortonworks/Cloudera is for Hadoop. It's a young company founded by the very creators of Kafka from LinkedIn.","First, you should know that sending messages with HTTP is suboptimal, compared to Kafka native TCP-based protocol.
But let's say that you know all that and still want to use HTTP.
You need to bring up the Kafka REST Server in order to receive messages over HTTP. Given that you're still learning, maybe the best course of action would be to use  that comes with the  and has a great documentation.BTW Confluent is for Kafka what Datastax is for Cassandra, or Hortonworks/Cloudera is for Hadoop. It's a young company founded by the very creators of Kafka from LinkedIn.",1
Arduino can't show out respond get from mqtt server through esp8266,"I'm trying to let my Arduino and esp8266 send data to thingsboard and then subscribe to thingsboard's mqtt channel and get a timestamp from it but for some unknown reason, it just doesn't work. Checked server-side and it was ok, tried postman to simulate request and also getting the correct response from the server.
Also, I had read the documentation about esp8266 and it somehow did state that it only can have 1 connection simultaneously. But tried to let my Arduino to only subscribe to channel but it still doesn't work.My code:(I'm using Arduino Mega for this)Probably a stupid remark, but is your TOKEN a valid Thingsboard device token? I assume you entered the value  to hide your real authentication token.I also assume you are trying to send sensor data (telemetry) to Thingsboard. Why did you decide to use the RPC API for sending data? I think it might be easier to use the  instead.I don't have any experience in developing for Arduino. I am using Thingsboard together with a Raspberry PI to write and display sensor data. Hope you find a solution for your problem!","Probably a stupid remark, but is your TOKEN a valid Thingsboard device token? I assume you entered the value  to hide your real authentication token.I also assume you are trying to send sensor data (telemetry) to Thingsboard. Why did you decide to use the RPC API for sending data? I think it might be easier to use the  instead.I don't have any experience in developing for Arduino. I am using Thingsboard together with a Raspberry PI to write and display sensor data. Hope you find a solution for your problem!",1
